GMID,story_1_SDR_rotD50,story_1_PFA_rotD50,story_2_SDR_rotD50,story_2_PFA_rotD50,story_3_SDR_rotD50,story_3_PFA_rotD50,story_4_SDR_rotD50,story_4_PFA_rotD50,SaT1,PGA,PGV,Sa_avg,CAV,SI,ASI,DSI,DS_5to75,DS_5to95
GM1_RSN9,0.0018034486668828337,0.07728815401114891,0.0010522276038714932,0.11899888662274502,0.000653035058413186,0.13986541022269164,0.00025339228396107814,0.16292601251058894,122.71754189329867,36.502123620462285,5.937848771011892,88.18461758457657,283.7195396136379,23.86233804456801,52.23922607806325,15.52231812977153,19.685,34.455
GM2_RSN12,0.0018915588362996877,0.0931908589139388,0.0010149768600493563,0.12556211672247466,0.0006260407310078028,0.13883408137148812,0.00025627418271478614,0.15973492911454998,148.28998869069508,41.26856370900376,7.2956143669629405,108.3065174713573,366.5174567102598,31.55005091405642,48.97959009634932,29.36210524311518,17.045,29.345
GM3_RSN30,0.003915729816047722,0.4592784812227488,0.0041900011801947416,0.6254047597095702,0.0026531347560152267,0.6532578004729188,0.0011431553098045061,0.7002612323663822,724.8933924118994,267.6801063611396,15.747787088997155,432.39558738625806,488.0622854723702,72.35052555369525,332.89228677386063,29.018868049151063,2.17,7.52
GM4_RSN31,0.0022210800490511324,0.3860498044686589,0.001717827857698855,0.43401050235922334,0.0012567993733630211,0.4101557140678229,0.0009065955494705225,0.5323215983346141,289.7925413461281,213.75706713338883,9.27682929667528,263.70126567544537,376.0267329058338,41.96604029519048,182.46646150386636,22.81414051102072,3.84,10.84
GM5_RSN36,0.001959930177124902,0.10698255824704449,0.0012284400327806956,0.12108364958373426,0.0007750618725146328,0.1328117918839039,0.000284574221814907,0.15614950330596408,155.61550226693493,44.92460437025052,12.420486352763987,140.32073004340882,511.5687417705348,67.15597517937256,64.88671574634039,49.46210876905167,24.58,48.15
GM6_RSN53,0.0006374944361865289,0.009881175851803653,0.00041956763516521185,0.013508414570006825,0.00028270451898913156,0.017180881797156912,3.665575874294166e-05,0.01980775115498374,15.111063957828751,5.708154485737863,1.0020737754581404,13.798335001212187,40.52566961180984,5.1506621139106885,6.043732825991716,4.788176617094392,21.405,32.21
GM7_RSN54,0.0006311622382914876,0.012018388434308323,0.0004418559653513504,0.017177591324957626,0.00030124047479435686,0.02294660720156358,4.738848505742897e-05,0.02726158345820047,20.17801401823849,6.831759762127036,1.1917890387703338,17.08989785753887,34.87251635786458,4.086807169583233,7.451272909424064,4.364973035165317,11.87,20.625
GM8_RSN60,0.0005561559375816629,0.005570218201525699,0.00037495272121053434,0.006906519397479485,0.00025751921481286227,0.007768704755947009,1.6734657561546076e-05,0.008831940468546847,8.639242292673229,3.881085995661577,1.1190874071055883,8.00532567002826,23.92671700691901,4.023523133868527,2.820598906691958,3.765412964869427,16.765,23.91
GM9_RSN61,0.0006165713873654338,0.008274509381874772,0.0004250947306775797,0.012142794429174446,0.00028894656102709825,0.014959550295298945,2.9679028881401948e-05,0.0165654546839357,12.672887081731645,4.266593112974563,1.4863054523335908,11.82796255197602,34.350701877414075,4.522242986436838,4.581052603466474,3.480099974901909,16.490000000000002,23.15
GM10_RSN62,0.0009828195812471197,0.047906168685359365,0.0005341938696613235,0.06992411132840272,0.00041591647236355475,0.09496266453285812,0.00019639384231796869,0.119890183945502,58.929568341901785,29.024204307174763,1.9738623342514043,46.87922213973119,72.96077260420608,6.905155027820865,37.71659830436075,2.398445944948216,4.745,7.115
GM11_RSN65,0.0008402533002409155,0.10481996523967983,0.000749754828724467,0.1425124535117202,0.0005781512945024456,0.19196786321319015,0.000366463023548436,0.2346735768736181,119.0351418038808,72.46470685766465,5.193118458296466,107.3947517406358,99.43287447104731,29.057441102450383,72.86259843244747,11.784790944608435,3.2950000000000004,7.314999999999999
GM12_RSN68,0.0021916257384013895,0.27462913939516564,0.0019075193477524903,0.3466266492423965,0.0010475860607776675,0.365886634816006,0.0007964512605721115,0.44422516298176923,292.6341312230426,175.07747135057548,16.31981365274727,309.91205863289423,559.465447470546,68.64155166955128,185.5617361273036,71.19490306716379,5.06,13.48
